archive,task_id,group,classification,archive_sha256,backup_path,source,canonical_source_sha256,test,canonical_test_sha256,testsRun,failures,errors,skipped,member_count,corrected_during_integration,integration
BIE_RE_PROV_HARD_001.zip,BIE-RE-PROV-HARD-001,RE_QA_HARDENING,ENTERPRISE HARDENING ADDITION,dd6623a4f7fb38b390333beb2dc0a4fc3758a58c7c3631bc76ced8309274d059,backups/ingested/BIE_RE_PROV_HARD_001.zip,bie/reasoning/reasoning_provenance_envelope.py,97f6f81b0d5d0546639cdf63f364a5e9db8db543dbcc0abeecec05603b9573d6,tests/reasoning/test_prov_hard_001.py,c30c9f74edbc7459b80c5c0cca03b7ffd04e8df33983fd2e718212948e5e8520,3,0,0,0,7,True,CANONICAL_LOCAL_VERIFIED
BIE_RE_QA_001.zip,BIE-RE-QA-001,RE_QA_HARDENING,ORIGINAL ROADMAP L1,e73a32a698769ed246043a2dcacb039d8f16f56a4fcb20e58ed56717160e7c49,backups/ingested/BIE_RE_QA_001.zip,bie/reasoning/rationale_evidence_consistency.py,2e37f07c0f5862dee67e38a9520335331a7a24a365304c8be633492f09f16a27,tests/reasoning/test_re_qa_001.py,bbd0c1a66bbfee06591f394c51e95f9f345fdabdfa0cdd44ab0e6b519e7f9e94,3,0,0,0,7,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_QA_002.zip,BIE-RE-QA-002,RE_QA_HARDENING,ORIGINAL ROADMAP L1,c668e0943e47dd819a5d3336d721bf4b755d7001609f839e06f0ef7b81a53665,backups/ingested/BIE_RE_QA_002.zip,bie/reasoning/unsupported_reasoning_detection.py,cda7466a14be39c3981e29463f610e6abe87754f2bdac4295eb137cbf82fd20e,tests/reasoning/test_re_qa_002.py,0213755cab94f5462eb911a1ecc3b22bfd3c728e46c23e3b8cdeff6c57b57b64,4,0,0,0,7,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_QA_003.zip,BIE-RE-QA-003,RE_QA_HARDENING,ORIGINAL ROADMAP L1,a1ddf054d4ce7793303f7f8ed73852a8337f86507a21f90c85cf2e2b76a68686,backups/ingested/BIE_RE_QA_003.zip,bie/reasoning/confidence_qa.py,f97b8457b35e6939c207c0e8fb47ce7f01ffd28c3a080e97bdd61061a5f2dc67,tests/reasoning/test_re_qa_003.py,866c22216f5809bd767e873dfab47383817f8fffa4abff8d81275138d5e8a04f,3,0,0,0,7,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_QA_004.zip,BIE-RE-QA-004,RE_QA_HARDENING,ORIGINAL ROADMAP L1,375b267570438b5d7e1e821e312a54cb6146676e3eeae29c47908b3d573e7bd9,backups/ingested/BIE_RE_QA_004.zip,bie/reasoning/contradiction_resolution_qa.py,cfd9c5a2541b043da2c67ae0b82492ad8f842536894453a2228c443a0c35fba6,tests/reasoning/test_re_qa_004.py,20fd43b0252798b853fcce1adebc03ab847d6b1edb049302769a0d1a86117a76,3,0,0,0,7,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_QA_005.zip,BIE-RE-QA-005,RE_QA_HARDENING,ORIGINAL ROADMAP L1,c3847677d4c4f6ccf1a96a61516ff9d496e29a5168c4b7b33ba277aee30faa23,backups/ingested/BIE_RE_QA_005.zip,bie/reasoning/decision_reproducibility.py,fab100c89a5e16da84236b320c9a46dab1d82f6b2f7f92bbb127d8fc89f4f40e,tests/reasoning/test_re_qa_005.py,769e18283d67831db970c28124f1d4ba233ffb444060d175f909fe87f659829d,3,0,0,0,7,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_REPLAY_HARD_001.zip,BIE-RE-REPLAY-HARD-001,RE_QA_HARDENING,ENTERPRISE HARDENING ADDITION,31266a8dcafbce9e10c196db88040b7a002073273c8020d2d49b2995008e886f,backups/ingested/BIE_RE_REPLAY_HARD_001.zip,bie/reasoning/reasoning_replay_manifest.py,fb3fb9c8ca0154345d4ea09954a5936068628a16db27d07e8bedc3db6f421e9e,tests/reasoning/test_replay_hard_001.py,d9f6beb80973ac80ed6af781dd15e7084e0b9688f32d5fafd90bd0adf4b7bc15,3,0,0,0,7,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_SPATIAL_HARD_001.zip,BIE-RE-SPATIAL-HARD-001,RE_QA_HARDENING,ENTERPRISE HARDENING ADDITION,2d1189bb867350d1b74f78bd91a77d8f49c6d2bbbc960786bc10424066c5d33b,backups/ingested/BIE_RE_SPATIAL_HARD_001.zip,bie/reasoning/spatial_frame_units.py,8e6f274da97123d9acb9ab0d7b7c2e32699f88c181fd3d59c01430f87e03e25a,tests/reasoning/test_spatial_hard_001.py,fe499f3b70ee291522a4bd651f5c9a4acb0138a44b18b6fa4fd122e22d6ef00a,3,0,0,0,7,True,CANONICAL_LOCAL_VERIFIED
BIE_RE_STATUS_HARD_001.zip,BIE-RE-STATUS-HARD-001,RE_QA_HARDENING,ENTERPRISE HARDENING ADDITION,7bbb0f39944217fe13331d659fe8dd3e2c46bd9910e2f6bb9ddcf554712bc9ff,backups/ingested/BIE_RE_STATUS_HARD_001.zip,bie/reasoning/reasoning_status_semantics.py,7867ba056deb6cc629e28824f9f0f5da0164eb4308d3010c6b5af6d62c964f75,tests/reasoning/test_status_hard_001.py,24d71aef1589a27b2fa7537186c31cd2efce4998c4502b5dfddf37f0ac311502,3,0,0,0,7,True,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_004.zip,BIE-RE-TEMP-004,TEMPORAL,GOVERNED_EXTENSION_AFTER_RE_TEMP_003,2aa29b1c1b628c4f4dc141c598b2df92237b1af37e673db0547f5773a914a2b4,backups/ingested/BIE_RE_TEMP_004.zip,bie/reasoning/temporal_interval_reasoning.py,69e397268a9f944ce3ee3a18d0ae43426790e6fe4a85cc67855a95f136fed92d,tests/reasoning/test_temporal_interval_reasoning.py,9b964f38a853d123527362b3e216c46e206516fb1ceefb37c6423d6853b8b613,5,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_005.zip,BIE-RE-TEMP-005,TEMPORAL,GOVERNED_EXTENSION_AFTER_RE_TEMP_003,06e31f93aa97d8038aca1f2218de892e990b49f938be05bcf08d54daca7e346a,backups/ingested/BIE_RE_TEMP_005.zip,bie/reasoning/duration_reasoning.py,cc32868dfe74f3759af851b2b8d38e022755d6f5357f59c4121db09369fbc293,tests/reasoning/test_duration_reasoning.py,db54e4af25c2fe9a7935e79ecbb0aa1aaf9fdc8bc8f6db0d41cca4ddf13e355f,7,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_006.zip,BIE-RE-TEMP-006,TEMPORAL,GOVERNED_EXTENSION_AFTER_RE_TEMP_003,53e1c8dabe5c1255cf962ca2cd9be829056081d6dcc8680b9f31b2fa18537b01,backups/ingested/BIE_RE_TEMP_006.zip,bie/reasoning/temporal_constraint_reasoning.py,9602a2617f8f4b06d19f900f97f8cc924b8d120c5610b1044c7a16a29c5e688f,tests/reasoning/test_temporal_constraint_reasoning.py,3e69edc4ea24a001c7e7fe9f354d4ade14eb7a2f1f6324175a5f73807f9eecac,5,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_007.zip,BIE-RE-TEMP-007,TEMPORAL,GOVERNED_EXTENSION_AFTER_RE_TEMP_003,95b62dab5f9d79a703df2b67d90174c615bf4954a4881acbe63ffd435b8eed5a,backups/ingested/BIE_RE_TEMP_007.zip,bie/reasoning/temporal_evidence_reasoning.py,f211e8784618c93978dfbb3138099cc2c46c25883ec65837c37e094515117de2,tests/reasoning/test_temporal_evidence_reasoning.py,4c64818aceeee1337d58f73a3a772f686b6d7eaa6659358f14592832353f02bf,5,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_008.zip,BIE-RE-TEMP-008,TEMPORAL,GOVERNED_EXTENSION_AFTER_RE_TEMP_003,589d2cb7cc9fcf39ee21af426efca069fdebfd3dfbd5e5aa10bd5a717323621f,backups/ingested/BIE_RE_TEMP_008.zip,bie/reasoning/temporal_query_reasoning.py,2d77a494086afba83528fd1a721596e9bff214a88d71f9a40abff2fa737c7503,tests/reasoning/test_temporal_query_reasoning.py,785aa377014454ca91aabe4a5fee2a82ae54c408a3294b38f2928fb33b0f7756,5,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_009.zip,BIE-RE-TEMP-009,TEMPORAL,GOVERNED_TEMPORAL_EXTENSION,1c2abdd38e52132c9229b770f9ba3817ac3e44aa3f29824a675ad36a7b989075,backups/ingested/BIE_RE_TEMP_009.zip,bie/reasoning/relative_temporal_reasoning.py,589b118d5ef1af6f0aaf0b4787b1f82b26deed7bb79ef16fd4296a0ef810fadf,tests/reasoning/test_relative_temporal_reasoning.py,f95ab64f02df3cd42c93c9f31122c0bf44e5d8b3344715cbb43691190279fe78,5,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_010.zip,BIE-RE-TEMP-010,TEMPORAL,GOVERNED_TEMPORAL_EXTENSION,149bdc444161530a92ed6d5e4f5ca76f46cb6eaf0e1b45e80b7dc1265e60252b,backups/ingested/BIE_RE_TEMP_010.zip,bie/reasoning/temporal_recurrence_reasoning.py,b81420cd0c393845b502f8fc35220efcd002086e1bdb047855cd3285cbdd7fd0,tests/reasoning/test_temporal_recurrence_reasoning.py,2ad955067065a98a34c739dd5d3f711c349a9a016fd709b1c955e800dd3c93e2,5,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_011.zip,BIE-RE-TEMP-011,TEMPORAL,GOVERNED_TEMPORAL_EXTENSION,3e23748621d97eb7bab6cba62d910db4c0cbd26c2e0daaf4a4cd78e0150d4b05,backups/ingested/BIE_RE_TEMP_011.zip,bie/reasoning/temporal_scheme_alignment.py,e35a4175c43e85ac62553003c6f8dcf44e43e0766d24ced34fb38226635b28ac,tests/reasoning/test_temporal_scheme_alignment.py,f3aef273fab3279839e5206bbd99dd556e4c26e436c61d37f476ebed2143ef83,5,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_012.zip,BIE-RE-TEMP-012,TEMPORAL,GOVERNED_TEMPORAL_EXTENSION,b3778d4a7be233af0dea3d2dcab504fe36ae405bfdbe7cdaeb0923ef5efd6915,backups/ingested/BIE_RE_TEMP_012.zip,bie/reasoning/temporal_granularity_reasoning.py,84c04b2dfee9138afdeb6b96ae94f558269b78f576c155015df1a20a14678f2f,tests/reasoning/test_temporal_granularity_reasoning.py,62c4dc069a4c6b56ec16418e90de47afd308e2ce385189fbcc28d52c2a165fd9,5,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_013.zip,BIE-RE-TEMP-013,TEMPORAL,GOVERNED_TEMPORAL_EXTENSION,116c4500e06832d472471caaf70ce67716cd9561355258ed4a3a3ba3794ae2bc,backups/ingested/BIE_RE_TEMP_013.zip,bie/reasoning/temporal_synthesis_reasoning.py,640ad0234503677cbca34a899ed61db94a82bd6cb760fe4e9d9d7bf6048d7f49,tests/reasoning/test_temporal_synthesis_reasoning.py,afa818f9fb42a544a148333203f9444ba52b1823054f11a4ba7d99fddeb8c038,5,0,0,0,6,True,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_014.zip,BIE-RE-TEMP-014,TEMPORAL,GOVERNED_TEMPORAL_EXTENSION,c7246ae30065601e191217a4afc03b98e426678349b9c6161f10c708d485528b,backups/ingested/BIE_RE_TEMP_014.zip,bie/reasoning/temporal_window_reasoning.py,dafd1496cc18329f3ae9cdceac3a63c628c60671c32214351ab857686edb1004,tests/reasoning/test_temporal_window_reasoning.py,2176244425711b2b52446a32df5d18928d0a7e134b0350800d7b762cbc9b4412,5,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_015.zip,BIE-RE-TEMP-015,TEMPORAL,GOVERNED_TEMPORAL_EXTENSION,c39bd2dbf3e8bbb679112d335c00425271f7e356e8415a4f7ffad52c9cab3762,backups/ingested/BIE_RE_TEMP_015.zip,bie/reasoning/temporal_state_reasoning.py,1b251fdbe925f0755a7ab7cd058e7a0c61023d26f5f20b05187be030253a2adf,tests/reasoning/test_temporal_state_reasoning.py,e6d03e4d17f4c3d5e9595c7b2c3c42c74716ea9e1525a7d417269806488ff1d5,5,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_016.zip,BIE-RE-TEMP-016,TEMPORAL,GOVERNED_TEMPORAL_EXTENSION,bbc2c9be7974b46cd93ce2258bc6b01014b8d3c07f657e4f10af274acd0e5bae,backups/ingested/BIE_RE_TEMP_016.zip,bie/reasoning/temporal_deadline_reasoning.py,4e59cc2a7d459ef33921209792b0cead8d65cfd4d82190b552b64f9374f18c2a,tests/reasoning/test_temporal_deadline_reasoning.py,79109eaf52586c487df82974ccb5cdbdae33641b8727a303fb6a1f19376cb8fa,5,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_017.zip,BIE-RE-TEMP-017,TEMPORAL,GOVERNED_TEMPORAL_EXTENSION,e1053f0ad33850a3680164aec7db3ca3e4f67e685bc0f5f1e1d02edcdb30b02d,backups/ingested/BIE_RE_TEMP_017.zip,bie/reasoning/temporal_lineage_reasoning.py,0aee4aba75659000ea416cd4569d0563b83a14877055882efa9175b5cbff4896,tests/reasoning/test_temporal_lineage_reasoning.py,627e4c0f7a5a9ec6a338e53cac6edbc08e9a811779d57a5b0ddcb99923a80f74,5,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_018.zip,BIE-RE-TEMP-018,TEMPORAL,GOVERNED_TEMPORAL_EXTENSION,80ee62ea2def82fb13994bf737944c61031e5b559cdee18e97d3d9392d762272,backups/ingested/BIE_RE_TEMP_018.zip,bie/reasoning/temporal_reasoning_engine.py,8b9d7a40b33a8e9315a0baf37d6330fbe73d7f4d37fe39c7d48e5348a1f560b6,tests/reasoning/test_temporal_reasoning_engine.py,31cc74d51840ac20567eaaafcc484640b58263d66ddff3a28b43dd35f46e95e0,5,0,0,0,6,True,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_019.zip,BIE-RE-TEMP-019,TEMPORAL,GOVERNED_TEMPORAL_EXTENSION,07e67ba17a14946f117974c89bff5296268bdef72abbb14037d3087bfd3c0efb,backups/ingested/BIE_RE_TEMP_019.zip,bie/reasoning/temporal_hypothesis_reconciliation.py,903e799c55a16c49b6675843855c0a37c3c379d5ea991dbb86bc1030ae4f3bcd,tests/reasoning/test_re_temp_019.py,730c4f050fcd19cce8a5c1d44845c06c51371275e39b710e3a00894ba07f0729,7,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_020.zip,BIE-RE-TEMP-020,TEMPORAL,GOVERNED_TEMPORAL_EXTENSION,8d246ab06f680d2f0ac49d47fd4da2b4b27d00325245f7a742ca71cb9ec54788,backups/ingested/BIE_RE_TEMP_020.zip,bie/reasoning/temporal_counterfactual_guard.py,3c6af88bd472ac19829a8768cd0436fb40c033cdc4632def3449d9cc39147a13,tests/reasoning/test_re_temp_020.py,57972e6aa8c66890c9de0dec4909fca2fa72f37a1637f3794495d62673be1513,4,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_021.zip,BIE-RE-TEMP-021,TEMPORAL,GOVERNED_TEMPORAL_EXTENSION,9dc60a08a8531756248f660bad6d5d2bfe5a7a562b2e8df88634df162f75c4d4,backups/ingested/BIE_RE_TEMP_021.zip,bie/reasoning/temporal_scope_reasoning.py,6c7167e2fba4ca40a1dcfe3e16d248c0fcdee0dded359e987bb97fc3028c1bb8,tests/reasoning/test_re_temp_021.py,03fc33c352e1b41f6d431d11a8d058dd828bfb6a0ec6c0bfaf1d1ba237e64d28,5,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_022.zip,BIE-RE-TEMP-022,TEMPORAL,GOVERNED_TEMPORAL_EXTENSION,389fa9281b590a98af58685c293e974c777c43b87027f57cd1de3026832645be,backups/ingested/BIE_RE_TEMP_022.zip,bie/reasoning/temporal_missing_event_reasoning.py,0a88bcd54b93cd4030c85b1b6797c7f7f9ae24d3bde45c19bdc9edb63fafa3c9,tests/reasoning/test_re_temp_022.py,fc3aae0dbceaa8d2845a055b0a294c1963e8828f068f55abe9d7c932b17469c8,5,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_023.zip,BIE-RE-TEMP-023,TEMPORAL,GOVERNED_TEMPORAL_EXTENSION,345056af0abd602a63708cc228bae64edc6794060e5a02a3d4fb477eded0e73e,backups/ingested/BIE_RE_TEMP_023.zip,bie/reasoning/temporal_revision_reasoning.py,46ed96e20a900fa0f43cb6011ac9e1464e740bbd2526beb5bf146218bba3996e,tests/reasoning/test_re_temp_023.py,5567a7bf294bbcf8d0730158322d69170ff94581b270f9d4cfe9f625d9e1a88c,4,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_024.zip,BIE-RE-TEMP-024,TEMPORAL,GOVERNED_TEMPORAL_EXTENSION,ea393483e99a2d950942a4a14bff9bcfc1e12c1ce5e80aa72ca3e615450a32b1,backups/ingested/BIE_RE_TEMP_024.zip,bie/reasoning/temporal_abstention_policy.py,d2111b44e7b5f80bbfa186779e454fd941a537bb52fb531ca9a9c574395ad371,tests/reasoning/test_re_temp_024.py,76b9de97fe5e7374975c55f0bad4fe4cdff21362372dd242ffd2cc1a63f58c91,6,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_025.zip,BIE-RE-TEMP-025,TEMPORAL,GOVERNED_TEMPORAL_EXTENSION,324dee4f9d2ffccd9cb53a4ec8956ed5ea2ee4028dfb00e1e365dfea5f39506a,backups/ingested/BIE_RE_TEMP_025.zip,bie/reasoning/temporal_calendar_normalization.py,ac7be8c40b3a70895fbc324305f1630b020c2c89dc22f3752bd3b2a7f9c16c4d,tests/reasoning/test_re_temp_025.py,cee2a1ad37832b1252b85c0edfd2d9e28091ba2dcf78f1ff40da46cf450c7e3b,5,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_026.zip,BIE-RE-TEMP-026,TEMPORAL,GOVERNED_TEMPORAL_EXTENSION,355eb78fed299a32ffe3d3843cd7f12c257c6da7cbfceadd1b12f522be183230,backups/ingested/BIE_RE_TEMP_026.zip,bie/reasoning/temporal_timezone_reasoning.py,5e2e9f50e132bdc269bb74046d797a79fc4225c84bd6803dae059498ef703e1f,tests/reasoning/test_re_temp_026.py,c63489479921d84efbf6628b26c28a76bbd00285c50f045b0efd14c849cdec08,4,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_027.zip,BIE-RE-TEMP-027,TEMPORAL,GOVERNED_TEMPORAL_EXTENSION,9512230ceb96f3b8ef66381e62b5c7b6ba34d528d25ed4a5d910bf1063899256,backups/ingested/BIE_RE_TEMP_027.zip,bie/reasoning/temporal_fuzzy_expression.py,d1cd442293fb33577caa3ba977b6b78d38517f7231a99abcc5bb9b114e35c9a8,tests/reasoning/test_re_temp_027.py,bb505d34cb270c95c1e97cfe4eb725b4d29ababf9e127dfd7e0493f1dce654e2,5,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_028.zip,BIE-RE-TEMP-028,TEMPORAL,GOVERNED_TEMPORAL_EXTENSION,09cb51f9bec350884b28dc6a35861b4e4fbf15acab25337ecfe3d731b7893b4f,backups/ingested/BIE_RE_TEMP_028.zip,bie/reasoning/temporal_provenance_merge.py,536b6b085c481e0036eb9ce06f739155fda907b5651c63487d551b05c14aadda,tests/reasoning/test_re_temp_028.py,e1f2baf13a12edb3ffa91d263a56000173e58de5c6c9dab4b93069ac8c9237a4,4,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_029.zip,BIE-RE-TEMP-029,TEMPORAL,GOVERNED_TEMPORAL_EXTENSION,664d578df0a1849aa6f3303c0ff14c6d8ae82cba8b27f62a9e91b7f6b782bb74,backups/ingested/BIE_RE_TEMP_029.zip,bie/reasoning/temporal_consistency_audit.py,24e7b9396d8f3da3ddbedff38870404084711c4f4f55aa6af10b3f6e9d9cdd03,tests/reasoning/test_re_temp_029.py,909cfa21c8bd1b45184c280af451a8301c7e4e42c6d1658b75c404e2b29123a7,4,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_030.zip,BIE-RE-TEMP-030,TEMPORAL,GOVERNED_TEMPORAL_EXTENSION,ed29b204e0c7f2737a7e6cbe7beaddae8f374e006c0773fa116b021ee3db3e13,backups/ingested/BIE_RE_TEMP_030.zip,bie/reasoning/temporal_multi_scale_reasoning.py,5d67f5e6a265ddd6088de9ec6b8d09ded31e16b1bb90208ba28e74ba004ae2e0,tests/reasoning/test_re_temp_030.py,6bed1b5fc910677d6b570ccea78001477416c64ce22eb3185eee82dd09e6a268,4,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
BIE_RE_TEMP_031.zip,BIE-RE-TEMP-031,TEMPORAL,GOVERNED_TEMPORAL_EXTENSION,a95a7b6c9aad02f1d2f87900c5fb5719127cfd49f8895c8ca51723c432bebecc,backups/ingested/BIE_RE_TEMP_031.zip,bie/reasoning/temporal_dependency_scheduler.py,1b9b18e227c405a7802d088550c03074a83e724f286615bbfe98f98e72a24e09,tests/reasoning/test_re_temp_031.py,89e1a2c3b0a7be415f3184603e5a60a3fc453dba6d535c6049a9ffd31d8ded6c,4,0,0,0,6,False,CANONICAL_LOCAL_VERIFIED
